nink_id,object,address,region_name,declared,announced,group,type,category,removed,is_removed,changes,lng,lat,heading,pitch,zoom,centroid_lng,centroid_lat,zone_id,zone_name
364,"Жилищна сграда, б. на д-р Петър Зъбов","ул.”Васил Коларов” /""Солунска""/ №53",Триадица,писмо №1787 от 21.05.1976г. №800,ДВ бр.40 от 1978г. №467,,архитектурно-строителен,местно,,0,,23.316342298819904,42.693347571975025,-146.9079751424438,13.342132558813956,1.66,23.316285687281773,42.69320366268744,Ж-2,"Жилищна Зона ""Център"""
365,Жилищна сграда с паметна плоча на Коста Шулев,"ул.”Васил Коларов” /""Солунска""/ №59",Триадица,писмо №1787 от 21.05.1976г. №801,,,исторически,местно /пр.к./,,0,,23.315806094933805,42.693439539463064,191.95875689884468,16.640127924209725,1.33,23.31582430534386,42.69329567868516,Ж-2,"Жилищна Зона ""Център"""
366,Евангелистка църква,"ул.”Васил Коларов” /""Солунска""/ №49",Триадица,писмо №1787 от 21.05.1976г. №738,ДВ бр.40 от 1978г. №466,,архитектурно-строителен художествен,местно,,0,,23.317046281153807,42.69321482770484,168.13071586651938,16.348293437168174,1.33,23.317054377857378,42.692963236507836,Ж-2,"Жилищна Зона ""Център"""
367,Жилищна сграда,ул.”Княз Борис І” №57,Триадица,писмо №1787 от 21.05.1976г. №810,,,архитектурно-строителен ,за сведение /пр.к./ ,,0,,23.317451499218922,42.69220325661832,-74.33127841581017,16.63687357875428,0.66,23.317318538230552,42.69225555214857,Ж-2,"Жилищна Зона ""Център"""
368,Жилищна сграда,"бул.”Хр.Михайлов” №32 /ул.Дамян Груев""",Красно Село,писмо №1787 от 21.05.1976г. №838,,,архитектурно-строителен ,местно /пр.к./,,0,,23.31056223610358,42.69455592992562,-34.55795299884703,14.77231260601396,1.33,23.310410800712873,42.69469515540333,Ж-4,"Жилищна Зона ""Руски Паметник - Буката"""
369,"Жилищна сграда, б.на д-р Койчев","ул.”Васил Коларов” /""Солунска""/ №28/ ул.""Цар Асен""",Триадица,писмо №1787 от 21.05.1976г. №641,,,архитектурно-строителен ,местно /пр.к./,,0,,23.318944500000047,42.6928609,-28.722129780194773,13.77180834329608,1.66,23.318863630551785,42.69303307776343,Ж-2,"Жилищна Зона ""Център"""
369а,Жилищна сграда /вътрешна сграда/,"ул.""Узунджовска"" №3",Триадица,писмо№4021 от 21.08.1989г.,,"Арх. ансамбъл по ул.""Узунджовска"" -писмо № 4021 от 21.08.1989г.",архитектурно-строителен ,ансамблово,,0,,23.318157114087853,42.692394206120724,7.441364138889674,8.566381495531504,1.33,23.318173850018056,42.69265876984092,Ж-2,"Жилищна Зона ""Център"""
369б,Жилищна сграда /външна сграда/,"ул.""Узунджовска"" №3",Триадица,писмо№4021 от 21.08.1989г.,,"Арх. ансамбъл по ул.""Узунджовска"" -писмо №4021 от 21.08.1989г.",,ансамблово,,0,,23.318157114087853,42.692394206120724,-29.396958565698696,18.596847543093137,1.33,23.318094262560116,42.69251255078085,Ж-2,"Жилищна Зона ""Център"""
369в,Жилищна сграда,"ул.""Узунджовска №5",Триадица,писмо №4021 от 21.08.1989г.,,"Арх. ансамбъл по ул.""Узунджовска"" -писмо№ 4021 от 21.08.1989г.",архитектурно-строителен ,ансамблово,,0,,23.318275305425228,42.692370943124644,16.80627707737011,8.29082064839856,1.0,23.318326155108135,42.69256903832728,Ж-2,"Жилищна Зона ""Център"""
370,Жилищна сграда с паметна плоча на Хр.Кабакчиев,"ул.""Вл.Поптомов"" /""Гладстон""/ №17",Триадица,писмо №1787 от 21.05.1976г. №811,,,архитектурно-строителен    исторически,местно /пр.к./,,0,,23.317641863901144,42.69191065424138,33.253037500071166,16.14762572344359,1.0,23.31768845205985,42.69199039639519,Ж-2,"Жилищна Зона ""Център"""
371,Жилищна сграда,"ул.""Вл.Поптомов"" /""Гладстон""/ №19",Триадица,писмо №1787 от 21.05.1976г. №812,,,архитектурно-строителен ,местно /пр.к./,,0,,23.31794032002881,42.6918613998995,-19.926873606253476,16.174080212027185,1.0,23.317855452935262,42.69199631460361,Ж-2,"Жилищна Зона ""Център"""
372,"Жилищно-търговска сграда, б.на Трайко Спасов","бул.""Витоша"" №26/ ул.""Васил Коларов"" /""Солунска""/ №18",Триадица,писмо №1787 от 21.05.1976г. №639,ДВ бр.35 от 1981г.,,архитектурно-строителен ,местно,,0,,23.31995569438402,42.69272567705449,-3.5396928442818583,14.906101559577797,1.0,23.319913037529993,42.6928503450122,Ж-2,"Жилищна Зона ""Център"""
373,Жилищно-търговска сграда,"ул.""Васил Коларов"" /""Солунска""/ №33/   ул.""Цар Асен""",Триадица,писмо №1787 от 21.05.1976г. №643,,,архитектурно-строителен ,местно /пр.к./,,0,,23.318944500000047,42.6928609,159.99486605424187,15.318744093287913,1.3299999999999998,23.319067227233553,42.69274056128546,Ж-2,"Жилищна Зона ""Център"""
374,"Жилищно-търговска сграда, б.на д-р Стефанов","ул.""Васил Коларов"" /""Солунска""/  №31",Триадица,писмо №1787 от 21.05.1976г. №644,ДВ бр.40 от 1978г. №412,,архитектурно-строителен ,местно,,0,,23.319149146482463,42.69283353345151,162.86461958618804,12.608254575240853,1.66,23.319223502793854,42.69269601866081,Ж-2,"Жилищна Зона ""Център"""
375,"Жилищна сграда, б.на братя Разсолкови","ул.""Васил Коларов"" /""Солунска""/ №27",Триадица,писмо №1787 от 21.05.1976г. №645,ДВ бр.40 от 1978г. №411,,архитектурно-строителен ,местно,,0,,23.31955843944741,42.692778800354525,175.75148217738044,17.801782365252432,1.33,23.319562116807127,42.69261242772233,Ж-2,"Жилищна Зона ""Център"""
376,"Жилищно-търговска сграда, б. на Разсолкови","ул.""Васил Коларов"" №25 /""Солунска""/   / бул.""Витоша""",Триадица,писмо №1787 от 21.05.1976г. №646,ДВ бр.40 от 1978г. №410,,архитектурно-строителен ,местно,,0,,23.31981123804337,42.69274499461813,-189.1715010793431,16.567097080213923,1.0,23.319833955761982,42.69258822551809,Ж-2,"Жилищна Зона ""Център"""
377,"Жилищно-търговска сграда, б. на Ив.Басаров","бул.""Витоша"" №30",Триадица,писмо №1787 от 21.05.1976г. №647,ДВ бр.40 от 1978г. №409,,архитектурно-строителен ,местно,,0,,23.319858241861876,42.69207804913339,-56.5734517172071,12.475513419267356,1.66,23.319768942553594,42.69232255691232,Ж-2,"Жилищна Зона ""Център"""
378,"Жилищна сграда, б. на Илиев","ул.""Узунджовска"" №11",Триадица,писмо №1787 от 21.05.1976г. №649,ДВ бр.40 от 1978г. №408,,архитектурно-строителен ,местно,,0,,,,,,,23.319441707436372,42.69215213919463,Ж-2,"Жилищна Зона ""Център"""
379,"Жилищна сграда, б. на А.Бакърджиев","ул.""Цар Асен"" №33 /ул.""Узунджовска""",Триадица,писмо №1787 от 21.05.1976г. №650,ДВ бр.40 от 1978г. №407,,архитектурно-строителен ,местно,,0,,23.3187426868742,42.692173846086924,60.43472732981106,22.29681163874767,1.0,23.318977769398767,42.69222925518346,Ж-2,"Жилищна Зона ""Център"""
380,Жилищна сграда,"ул.""Узунджовска"" №14",Триадица,писмо №1787 от 21.05.1976г. №651,,,архитектурно-строителен ,местно /пр.к./,,0,,,,,,,23.31934843979735,42.6919582588191,Ж-2,"Жилищна Зона ""Център"""
381,Жилищно-търговска сграда,"бул.""Витоша"" №36/ ул. ""В.Поптомов"" /""Гладстон""/",Триадица,писмо №1787 от 21.05.1976г. №856,ДВ бр.40 от 1978г. №407,,архитектурно-строителен ,местно,,0,,23.31969164674172,42.69162218876527,-94.4359723058282,12.730355645030983,1.66,23.319588274589833,42.69178378126963,Ж-2,"Жилищна Зона ""Център"""
382,"Жилищно-търговска сграда, б. на Кантимиров","бул.""Витоша"" №34",Триадица,писмо №1787 от 21.05.1976г. №652,ДВ бр.40 от 1978г. №405,,архитектурно-строителен ,местно,,0,,23.31970263875473,42.69167216892629,-55.46469820819773,5.953485975311246,1.33,23.319602851117732,42.691902864022474,Ж-2,"Жилищна Зона ""Център"""
383,"Жилищна сграда, б. на д-р Софрониев","ул.""Вл.Поптомов"" /""Гладстон""/ №31",Триадица,писмо №1787 от 21.05.1976г. №653,ДВ бр.40 от 1978г. №404,,архитектурно-строителен ,местно,,0,,23.319236002032994,42.69164105508356,14.346083339024718,15.37936815292241,0.66,23.319263730393153,42.691757711298884,Ж-2,"Жилищна Зона ""Център"""
384,Жилищна кооперация,"ул.""Вл.Поптомов"" /""Гладстон""/ №27",Триадица,,ДВ бр.40 от 1978г. №403,,архитектурно-строителен ,местно ,,0,,23.31898883524548,42.691684464215285,-25.71859439766884,23.222269554151794,1.33,23.318929789976284,42.691801542306436,Ж-2,"Жилищна Зона ""Център"""
385,"Жилищна сграда, б. на Бояджиеви","ул.""Парчевич"" №33/ ул.""Цар Асен""",Триадица,писмо №1787 от 21.05.1976г. №659,ДВ бр.40 от 1978г. №401,,архитектурно-строителен ,местно,,0,,23.318382199999967,42.6909891,51.73368892896225,15.700242155386581,1.33,23.31854084896539,42.69107997566209,Ж-2,"Жилищна Зона ""Център"""
386,"Жилищна сграда, б. на Сакеров свален","ул.""Цар Асен"" №41",Триадица,писмо №1787 от 21.05.1976г. №657,ДВ бр.40 от 1978г. №402,,архитектурно-строителен ,местно,НСОПК от 03.11. 2004г.,1,,23.318514855200423,42.69141164197246,88.41637640004338,6.261302745924445,1.33,23.318736865574678,42.691393478058615,Ж-2,"Жилищна Зона ""Център"""
386а,"Жилижна сграда, свързана с Начо Иванов","ул.""Шандор Петьофи"" №1",Красно Село,писмо №1334 от 20.03.1989г.,,,исторически,,,0,,23.309107050759174,42.69135756137503,86.52109739653106,3.210732555046592,1.0,23.309271500390185,42.691341200870596,Ж-4,"Жилищна Зона ""Руски Паметник - Буката"""
386б,Двойна Жилищна Сграда,"Бул. ""Тотлебен"", Кв. Буката 13.15",Красно Село,2070/15.06.1983,,,архитектурен,,,0,,23.309449060216824,42.69159954865482,146.04470738238925,16.11185181163358,1.0,23.30956097519471,42.691457076985344,Ж-4,"Жилищна Зона ""Руски Паметник - Буката"""
386в,Жилищна Сграда,"Бул. ""Тотлебен"", Кв. Буката 17",Красно Село,2070/15.06.1983,,,архитектурен,,,0,,23.309222975986362,42.691476381499406,143.02205385727265,2.634815231397512,1.33,23.309377834289354,42.691399041292414,Ж-4,"Жилищна Зона ""Руски Паметник - Буката"""
387,"Жилищна сграда, б. на ген.Кисьов","ул.""Княз Борис І"" №74/ ул.""Парчевич""",Триадица,писмо №1787 от 21.05.1976г. №608,ДВ бр.40 от 1978г. №459,,архитектурно-строителен ,местно,,0,,23.31714993734295,42.69120662800512,56.6059490189839,11.062249357956118,1.66,23.317303664691263,42.69130190575739,Ж-2,"Жилищна Зона ""Център"""
388,"Жилищна сграда към Австрийското посолство, б. на Вл.Георгиев","ул.""Вл.Поптомов"" /""Гладстон""/  №16",Триадица,писмо №1787 от 21.05.1976г. №806,ДВ бр.40 от 1978г. №465,,архитектурно-строителен ,местно,,0,,23.316935101154513,42.69202884379109,-148.45591161516796,8.536845720352465,1.0,23.316860872569116,42.691880424285614,Ж-2,"Жилищна Зона ""Център"""
389,"Апартамент в жилищна кооперация, в който се е помещавала радиостанция ""Алюр""","ул.""Цар Самуил"" №29",Триадица,писмо №2637 от 07.06.1988г.,,,исторически,местно /пр.к./,,0,,23.31612150628291,42.69183493397203,-72.7747385524645,18.948261373774194,0.66,23.31596665100446,42.69192606343239,Ж-2,"Жилищна Зона ""Център"""
390,"Апартамент в жилищна кооперация, в който се е помещавала радиостанция ""Боевой""","ул.""Цар Самуил"" №25",Триадица,писмо №2637 от 07.06.1988г.,,,исторически,местно /пр.к./,,0,,23.315978149408693,42.69141626424581,-23.8337758771191,22.230048748773438,1.0,23.315828022113976,42.69158268658061,Ж-2,"Жилищна Зона ""Център"""
390а,Квартална баня Мадара -,"бул.""Прага"" №23",Триадица,Заповед № РД9Д-4 от 26.05.2015 г. на МК /деклар. и режими/,,,архитектурно-строителен ,местно /пр.к./,,0,,23.311137310562344,42.686696588661256,3.66778798406525,9.57449833368653,1.66,23.31124728967171,42.68711479493801,Ж-4,"Жилищна Зона ""Руски Паметник - Буката"""
391,"Католическа църква ""Успение пресвета Богородица""","ул.""Н.Кофарджиев"" №7",Красно Село,писмо №1787 от 21.05.1976г. №834,ДВ бр.40 от 1978г. №475,,архитектурно-строителен художествен,местно,,0,Заповед № РД9Р-0001/ 12.01. 2012 г. на МК,23.31297193429805,42.69127465361339,159.189396357041,14.154598420526401,1.66,23.313151270471536,42.691074587967755,Ж-4,"Жилищна Зона ""Руски Паметник - Буката"""
392,Жилищна сграда,"ул.""Н.Кофарджиев"" №9",Красно Село,писмо №1787 от 21.05.1976г. №835,,,архитектурно-строителен ,местно /пр.к./,,0,,23.312704882644997,42.69108955606978,134.44295362996976,14.949830272735724,1.0,23.312858851836157,42.69100389857154,Ж-4,"Жилищна Зона ""Руски Паметник - Буката"""
393,Жилищна кооперация,"бул.""Витоша"" №48/ ул.""Н.Рилски""",Триадица,писмо №1787 от 21.05.1976г. №600,ДВ бр.40 от 1978г. №400,,архитектурно-строителен ,местно,,0,,23.31934810000007,42.690279,-34.03926045492123,26.523098846590774,1.0,23.319169953573077,42.690465402880214,Ж-2,"Жилищна Зона ""Център"""
394,Жилищна сграда,"ул.""Н.Рилски"" №30",Триадица,писмо №1787 от 21.05.1976г. №664,,,архитектурно-строителен художествен,местно /пр.к./,,0,,23.318459367989586,42.690437165225326,-166.51947319901126,12.996316192546026,0.6699999999999999,23.318425506572197,42.69033461138129,Ж-2,"Жилищна Зона ""Център"""
395,Жилищна сграда,"ул.""Н.Рилски"" №34",Триадица,писмо №1787 от 21.05.1976г. №665,,,архитектурно-строителен ,местно /пр.к./,,0,,23.31889621993889,42.69035941933292,-166.0597279487442,12.874121275709825,0.33,23.318846861765223,42.69025393358387,Ж-2,"Жилищна Зона ""Център"""
396,"Жилищно-търговска сграда, б. на Пасков","бул.""Витоша"" №50/ ул.""Н.Рилски""",Триадица,писмо №1787 от 21.05.1976г. №666,ДВ бр.40 от 1978г. №399,,архитектурно-строителен ,местно,,0,,23.319276750516682,42.6902916977894,-131.17521648020426,20.047109248903585,1.0,23.319086803603586,42.690184514377925,Ж-2,"Жилищна Зона ""Център"""
397,"Жилищна сграда, свързана с Дим. Подвързачов, Димчо Дебелянов, Йордан Йовков","бул.""Христо Ботев"" №10",Триадица,писмо №2637 от 07.06.1988г.,,,исторически,местно /пр.к./,,0,,23.31429650914754,42.69073365301244,80.6228551970998,18.573632715418565,1.33,23.31458611804915,42.690741694361385,Ж-2,"Жилищна Зона ""Център"""
398,"Църква ""Св.Георги""","бул.""Патриарх Евтимий"" №90",Триадица,писмо №1787 от 21.05.1976г. №813,ДВ бр.40 от 1978г. №463,,архитектурно-строителен художествен,местно,,0,,23.315566650131807,42.69013320457483,142.3948381459379,9.635160185828333,2.6500000000000004,23.316075684288684,42.68970155065343,Ж-2,"Жилищна Зона ""Център"""
399,"Жилищна сграда, б. на Божилови","бул.""Патриарх Евтимий"" №82",Триадица,писмо №1787 от 21.05.1976г. №814,ДВ бр.40 от 1978г. №461,,архитектурно-строителен ,местно,,0,,23.31726384230524,42.68916573258291,-12.281113236344083,11.918753455024772,1.66,23.31720392981637,42.689423314034514,Ж-2,"Жилищна Зона ""Център"""
399а,"Стенописи и рисунки, намиращи се в таванско помещение -предл. за деклар.","ул.""Гургулят"" № 28",Триадица,предл. за деклар. - пр.ЕС №5 от 16.01.2014,,,художествен,за сведение /пр.к./,,0,,23.316842076513577,42.68843944782439,14.484164585859924,21.477395685714093,0.3399999999999999,23.316925585626684,42.68855386833373,Ж-4,"Жилищна Зона ""Руски Паметник - Буката"""
400,Жилищна сграда,"ул.""Цар Асен"" №58/ ул.""В.Благоева"" /""Гургулят""",Триадица,писмо №1787 от 21.05.1976г. №845,,,архитектурно-строителен ,местно /пр.к./,,0,,23.317326539785647,42.688343822007745,6.660453649396728,20.509970945623973,0.66,23.317301753256146,42.68844482159585,Ж-4,"Жилищна Зона ""Руски Паметник - Буката"""
401,Жилищна сграда,"бул.""Ген.Скобелев"" №18",Триадица,писмо №1787 от 21.05.1976г. №842; Предл. за декл. на сградата като един. арх.--стр. с анс. зн. - Експертен Съвет №26 от 04.10.2011 г. Прот. № 28 от 14.05.2012 г. на СЕСОНКЦ,,Училище Тодор Минков,архитектурно-строителен ,местно /пр.к./; ансамблово /предв. кат./ ,,0,свалена писмо №4033 от 13.12. 2004г.,23.314900931102787,42.68877359686221,53.05256059014575,10.931771016909748,1.33,23.315124493568135,42.6887980812628,Ж-4,"Жилищна Зона ""Руски Паметник - Буката"""
402,Училищна сграда,"ул.""Княз Борис І"" №27/ул.""Ген.Скобелев""",Триадица,писмо №1787 от 21.05.1976г. №843,ДВ бр.40 от 1978г. №464,Училище Тодор Минков,архитектурно-строителен ,ансамблово,,0,,23.316274900000053,42.688551399999994,-75.03997171919784,6.7069750507449735,1.0,23.315970282898284,42.68860901098141,Ж-4,"Жилищна Зона ""Руски Паметник - Буката"""
403,Жилищна сграда,"бул.""Скобелев"" №25/ ул.""Цар Петър""",Триадица,писмо №1787 от 21.05.1976г. №841,,,архитектурно-строителен ,местно /пр.к./,,0,,23.314900931102787,42.68877359686221,-122.72722501844962,6.135918900836274,1.99,23.31473307975683,42.68860576222931,Ж-4,"Жилищна Зона ""Руски Паметник - Буката"""
404,Жилищна сграда,"ул.""В.Благоева""  №4 /""Гургулят"" № 31/ ",Триадица,писмо №1787 от 21.05.1976г. №844,,,архитектурно-строителен ,местно /пр.к./,,0,,23.316735730917344,42.68846043885732,-166.213380353478,16.757372120144687,1.0,23.31670459993538,42.68834813035415,Ж-4,"Жилищна Зона ""Руски Паметник - Буката"""
405,Жилищна сграда /вътрешна/,"ул.""В.Благоева"" /""Гургулят""/ №4а",Триадица,писмо №1787 от 21.05.1976г. №844,,,архитектурно-строителен ,местно /пр.к./,,0,,23.316842076513577,42.68843944782439,-157.91254154667303,4.508442159297266,1.66,23.316792855689158,42.68820682561732,Ж-4,"Жилищна Зона ""Руски Паметник - Буката"""
406,Жилищна сграда /къща на Димитър Попниколов/,"ул.""Свиленица"" №7/ ул.""Тунджа""",Триадица,писмо №2637 от 07.06.1988г.,ДВ бр.35 от 1981г.,,исторически,национално,,0,,23.314009251327892,42.68572278955854,131.85477966209672,0.5275782765837275,1.0,23.31415771589575,42.685702735563325,Ж-4,"Жилищна Зона ""Руски Паметник - Буката"""
407,Жилищна сграда,"пл.""Баба Неделя"" №2",Триадица,писмо №2637 от 07.06.1988г.,,,архитектурно-строителен , за сведение /пр.к./,,0,,23.317806968866986,42.686388108581426,-111.38720385438583,3.589747222040809,2.6500000000000004,23.31735959712524,42.68627771770856,Ж-4,"Жилищна Зона ""Руски Паметник - Буката"""
408,Жилищна сграда,"пл.""Баба Неделя"" №3",Триадица,писмо №2637 от 07.06.1988г.,,,архитектурно-строителен , за сведение /пр.к./,,0,,,,,,,23.31723308845203,42.68616178368169,Ж-4,"Жилищна Зона ""Руски Паметник - Буката"""
409,Жилищна кооперация,"бул.""Витоша"" №63/ ул.""Хан Аспарух""",Средец,писмо №1787 от 21.05.1976г. №697,,,архитектурно-строителен ,местно /пр.к./,,0,,23.319018147643646,42.68950419229576,67.42472953084197,21.81139956935454,1.33,23.319494004366543,42.68980581284023,Ж-2,"Жилищна Зона ""Център"""
410,Административно-търговска сграда,"бул.""Витоша"" №61/ ул.""Н.Рилски""",Средец,писмо №1787 от 21.05.1976г. №696,ДВ бр.40 от 1978г.,,архитектурно-строителен ,местно ,,0,,23.31943379622396,42.6902691468121,140.7513535960752,21.363005718426212,1.25,23.319566187537713,42.690066612725836,Ж-2,"Жилищна Зона ""Център"""
411,"Жилищна сграда, б. на Спиридон Велев","ул.""Н.Рилски"" №43/ ул.""Г.Генов""",Средец,писмо №1787 от 21.05.1976г. №692,,,архитектурно-строителен ,местно /пр.к./,,0,,23.320600320790845,42.69015793677443,-30.925353311438105,18.203269212510587,1.0,23.320451622521443,42.69027411239216,Ж-2,"Жилищна Зона ""Център"""
412,Жилищна кооперация,"бул.""Витоша"" №59/ ул.""Н.Рилски""",Средец,писмо №1787 от 21.05.1976г. №691,ДВ бр.40 от 1978г. №397,,архитектурно-строителен ,местно,,0,,23.31934810000007,42.690279,69.85793824719559,20.22053783800351,1.66,23.319680568054203,42.69040697799688,Ж-2,"Жилищна Зона ""Център"""
413,Жилищно-търговска сграда,"бул.""Витоша"" №55/ ул.""Парчевич""",Средец,писмо №1787 от 21.05.1976г. №687,,,архитектурно-строителен ,местно /пр.к./,,0,,23.31950904971427,42.69073143542799,61.28662753889255,14.031018321206387,1.66,23.319811301824878,42.69090913194913,Ж-2,"Жилищна Зона ""Център"""
414,"Жилищно-търговска сграда, б. на Йордан Киров","бул.""Витоша"" №53",Средец,писмо №1787 от 21.05.1976г. №686,ДВ бр.40 от 1978г. №395,,архитектурно-строителен ,местно,,0,,23.319603971402106,42.69104807687975,104.20552618446398,16.154847136544007,1.33,23.319930774185515,42.69104998219153,Ж-2,"Жилищна Зона ""Център"""
415,"Жилищно-търговска сграда, б. на Момерин","бул.""Витоша"" №51",Средец,писмо №1787 от 21.05.1976г. №685,ДВ бр.40 от 1978г. №394,,архитектурно-строителен ,местно,,0,,23.319628498864407,42.69113618337195,102.80447483136714,17.203961477513552,1.0,23.319890792515462,42.691157404999686,Ж-2,"Жилищна Зона ""Център"""
416,Жилищна сграда,"ул.""Гаврил Генов"" /""Христо Белчев""/ №32",Средец,писмо №1787 от 21.05.1976г. №690,ДВ бр.40 от 1978г. №396,,архитектурно-строителен ,местно,,0,,23.32077403122355,42.69112441017435,-61.095899482591946,18.957151714287967,0.7,23.32058626646353,42.69117496455325,Ж-2,"Жилищна Зона ""Център"""
417,Жилищна сграда,"ул.""В.Поптомов"" /""Гладстон""/ №37",Средец,писмо №1787 от 21.05.1976г. №677,,,архитектурно-строителен ,местно /пр.к./,,0,,23.320377369395146,42.69149342924445,-27.019229982853258,22.8470218062776,1.0,23.320272555296675,42.691602600052256,Ж-2,"Жилищна Зона ""Център"""
418,"Жилищно-търговска сграда, б.на д-р Янков","ул.""В.Поптомов""  /""Гладстон""/ №35/ул.""Витоша""",Средец,писмо №1787 от 21.05.1976г. №676,ДВ бр.40 от 1978г. №391,,архитектурно-строителен ,местно,,0,,23.319706986743995,42.69141812414703,50.2665403407782,15.590872343538,1.75,23.3200424458068,42.69163291130386,Ж-2,"Жилищна Зона ""Център"""
419,Жилищна кооперация,"ул.""В.Коларов"" /""Солунска""/ №23/ бул.""Витоша""",Средец,писмо №1787 от 21.05.1976г. №674,,,архитектурно-строителен ,местно /пр.к./,,0,,23.320146561574568,42.69269771774014,135.85765598054905,21.374566311201477,1.33,23.320311762011066,42.69252852666222,Ж-2,"Жилищна Зона ""Център"""
420,Жилищна сграда /вътрешна/,"бул.""Витоша"" №39",Средец,писмо №1787 от 21.05.1976г. №675,ДВ бр.40 от 1978г. №390,,архитектурно-строителен ,за сведение,,0,,,,,,,23.320465749332044,42.69214864933578,Ж-2,"Жилищна Зона ""Център"""
421,Жилищна сграда,"ул.""Гаврил Генов"" /""Христо Белчев""/ №26",Средец,писмо №1787 от 21.05.1976г. №679,ДВ бр.40 от 1978г. №392,,архитектурно-строителен ,за сведение,,0,,23.32097567992446,42.691911330282935,-79.84043697344052,22.939306558195103,1.0,23.320794142490236,42.69190158686576,Ж-2,"Жилищна Зона ""Център"""
422,Жилищна сграда,"ул.""Гаврил Генов"" /""Христо Белчев""/ №24",Средец,писмо №1787 от 21.05.1976г. №678,ДВ бр.40 от 1978г. №393,,архитектурно-строителен ,за сведение,,0,,23.321044887990862,42.69204892416972,-79.76198938592812,18.85027366464492,1.0,23.320832092564416,42.69206491337921,Ж-2,"Жилищна Зона ""Център"""
423,"Жилищна сграда, б. на Белчев","ул.""Гаврил Генов"" /""Христо Белчев""/ №12",Средец,писмо №1787 от 21.05.1976г. №728,,,архитектурно-строителен ,за сведение /пр.к./ ,,0,,23.321415887105218,42.69328422888058,-77.05338950785689,10.999785351954825,0.66,23.321212557454583,42.69330918009424,Ж-2,"Жилищна Зона ""Център"""
424,"Жилищно-търговска сграда, б. на Аспарух Георгиев","бул.""Витоша"" №27",Средец,писмо №2637 от 07.06.1988г.,ДВ бр.40 от 1978г. №389,,архитектурно-строителен ,местно,,0,,23.320229030332257,42.693332661912045,106.9910885242089,22.104813703663623,1.66,23.32060731702067,42.69327251813748,Ж-2,"Жилищна Зона ""Център"""
425,Жилищна кооперация,"ул.""Денкоглу"" №21 /ул.""Г.Генов"" /""Христо Белчев""/ ",Средец,писмо №1787 от 21.05.1976г. №673,ДВ бр.40 от 1978г. №388,,архитектурно-строителен ,местно,,0,,23.32156169259429,42.693744402716824,-30.42304612614275,16.371693702695893,1.0,23.321430531047074,42.69393807075982,Ж-2,"Жилищна Зона ""Център"""
426,"Жилищна сграда, б. на Лазаров","ул.""Денкоглу"" №19",Средец,писмо №1787 от 21.05.1976г. №672,ДВ бр.40 от 1978г. №387,,архитектурно-строителен ,местно,,0,,23.321252266653342,42.69379465635357,-38.5712280852126,18.64315152232675,1.0,23.321094801405277,42.693933822436776,Ж-2,"Жилищна Зона ""Център"""
427,Административно-търговска сграда,"бул.""Витоша"" №17",Средец,писмо №1787 от 21.05.1976г. №671,протокол №3 на НСОПК от 10.05.1999г.,,архитектурно-строителен ,местно  - прекат. в ансамблово,,0,,23.32057339726521,42.694233831430594,93.21386641019467,21.745703887361707,1.66,23.32084179173114,42.69421129365685,Ж-2,"Жилищна Зона ""Център"""
428,Жилищно-търговска сграда,"бул.""Витоша"" №13",Средец,писмо №1787 от 21.05.1976г. №670,ДВ бр.40 от 1978г. №386,,архитектурно-строителен ,местно,,0,,23.3206970134554,42.69458539140663,109.63700858415292,23.64479430934903,1.99,23.32096044109023,42.69451752780596,Ж-2,"Жилищна Зона ""Център"""
429,Двойна жилищно-търговска сграда,"бул.""Витоша"" №№9, 11",Средец,писмо №1787 от 21.05.1976г. №669,ДВ бр.40 от 1978г. №385,,архитектурно-строителен ,местно,,0,,23.32073037138809,42.694680259456504,90.94772176065135,25.69107731362754,1.66,23.320987882239915,42.69465411052028,Ж-2,"Жилищна Зона ""Център"""
430,Административно-търговска сграда,"ул.""Алабин"" №48/ бул.""Витоша""",Средец,писмо №1787 от 21.05.1976г. №668,ДВ бр.40 от 1978г. №384,,архитектурно-строителен ,местно,,0,,23.32088160000001,42.694919,158.66500032490887,22.86435635816931,1.66,23.321056423220266,42.694780594946664,Ж-2,"Жилищна Зона ""Център"""
431,"Административно-търговска сграда с кино ""Москва""","ул.""Алабин"" №52",Средец,писмо №1787 от 21.05.1976г. №667,,,архитектурно-строителен ,местно /пр.к./,,0,,23.32148413551329,42.694845324737884,-176.37804300812226,19.815170513265073,1.0,23.321445362111284,42.69451176497958,Ж-2,"Жилищна Зона ""Център"""
432,"Административно-търговска сграда, б. Търговска палата","бул.""Витоша"" №1",Средец,писмо №1787 от 21.05.1976г. №134,ДВ бр.40 от 1978г. №32,,архитектурно-строителен художествен,местно,,0,,23.32108991563132,42.69557389202464,102.99014150300131,20.2432538309258,1.3299999999999998,23.321374840876945,42.69550334260015,А-1,Зона на Исторически Развилия се Градски Център
433,"Административно-търговска сграда, б. доходно здание","бул.""Витоша"" №3",Средец,писмо №1787 от 21.05.1976г. №133,ДВ бр.40 от 1978г. №33,,архитектурно-строителен ,местно,,0,,23.320895026764216,42.695333022149725,105.73981195881882,20.1904345079051,1.66,23.32123745832795,42.695247879786976,А-1,Зона на Исторически Развилия се Градски Център
